Temperature (C),Pressure (millibars),Humidity,Wind Speed (km/h)
22.18888889,1005.78,0.68,26.0337
22.08333333,1006.03,0.65,22.0409
19.97777778,1006.44,0.73,17.2753
18.01666667,1007.01,0.78,11.8818
16.25,1007.51,0.87,8.1144
15.67222222,1007.9,0.9,6.44
15.74444444,1008.1,0.9,7.1323
15.07222222,1008,0.93,6.3273
15.02777778,1008.2,0.93,6.4561
15.06111111,1010.66,0.88,6.3595
14.53888889,1007.92,0.93,6.279
13.96111111,1007.72,0.96,6.279
13.63888889,1007.74,0.96,3.5742
14.00555556,1008.09,0.93,4.6851
16.11666667,1008.21,0.93,3.5581
17.75555556,1008.83,0.89,9.5473
20.02777778,1009,0.78,11.4793
21.13888889,1008.91,0.68,9.9176
21.99444444,1009.23,0.69,12.719
22.27222222,1009.59,0.68,12.9927
22.85,1009.51,0.7,11.4954
23.9,1009.59,0.61,9.6278
24.97777778,1009.21,0.54,11.5276
24.97777778,1009.11,0.54,17.0821
25.95,1009.23,0.47,16.0839
24.97777778,1009.33,0.47,17.4041
23.88888889,1009.34,0.5,12.5258
21.25555556,1010.07,0.59,8.1949
20.97222222,1010.72,0.73,2.9946
18.8,1011.22,0.83,6.0536
17.7,1011.5,0.91,3.7352
6.572222222,1038.06,0.93,6.44
6.627777778,1034.84,0.93,4.2665
6.622222222,1037.85,0.96,6.1824
6.622222222,1037.67,0.93,6.1824
6.15,1037.47,0.96,6.1985
6.061111111,1037.23,1,3.0107
6.061111111,1037.23,1,3.4776
6.1,1037.36,0.94,3.6547
6.061111111,1037.82,1,3.6547
7.15,1037.99,0.93,3.5742
6.227777778,1037.93,0.99,8.6779
7.222222222,1037.71,0.93,7.728
7.755555556,1037.1,0.89,4.669
7.788888889,1036.65,0.89,5.6672
7.755555556,1036.2,0.89,4.83
7.755555556,1035.9,0.89,4.9427
7.322222222,1035.71,0.92,3.6386
7.172222222,1035.69,0.93,4.8783
7.15,1035.53,0.93,4.7334
7.127777778,1035.61,0.93,7.4704
7.127777778,1035.6,0.93,8.855
6.622222222,1035.49,0.93,6.44
6.627777778,1035.22,0.93,3.7996
6.111111111,1035.18,0.96,8.4525
9.044444444,1015.83,0.83,19.8674
2.633333333,1030.15,0.95,10.6099
8.4,1017.64,0.93,10.7387
8.355555556,1017.9,0.96,6.1019
8.361111111,1018.68,0.96,10.7709
7.805555556,1019.5,0.96,4.7656
7.127777778,1020.03,1,3.6386
5.35,1021.31,0.93,2.9946
6.088888889,1022.4,0.99,2.9946
7.711111111,1022.85,0.99,7.5187
8.805555556,1023.94,0.92,10.8675
