Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Pressure (millibars)
18.03333333,18.03333333,0.73,8.4686,1015.48
16.21111111,16.21111111,0.81,1.9159,1015.81
16.09444444,16.09444444,0.84,6.3917,1016.01
15.57222222,15.57222222,0.87,6.4239,1016.38
13.9,13.9,0.92,3.3649,1016.4
13.85555556,13.85555556,0.9,3.381,1016.32
15.18888889,15.18888889,0.81,8.4042,1012.2
11.67777778,11.67777778,0.96,3.059,1016.1
11.09444444,11.09444444,0.96,3.3488,1015.9
10.78888889,10.78888889,0.96,6.0375,1015.71
11,11,0.93,4.508,1015.5
12.6,12.6,0.99,1.5617,1015.59
17.52222222,17.52222222,0.8,1.6905,1015.36
19.98888889,19.98888889,0.68,4.8139,1015.07
22.25,22.25,0.59,9.8371,0
22.94444444,22.94444444,0.52,10.1591,1015.26
24.95555556,24.95555556,0.47,11.2539,1014.85
25.05,25.05,0.45,11.109,0
25.98333333,25.98333333,0.41,4.6529,1014
26.13333333,26.13333333,0.43,8.2432,1013.44
25.06666667,25.06666667,0.42,9.5956,1012.85
25.21111111,25.21111111,0.38,7.8729,1012.46
25.04444444,25.04444444,0.42,11.2056,1011.84
22.33333333,22.33333333,0.53,8.1144,1011.46
20.31111111,20.31111111,0.6,5.3291,1011.45
17.75555556,17.75555556,0.7,7.6636,1011.97
18.17222222,18.17222222,0.69,6.2951,1011.7
17.26111111,17.26111111,0.72,10.4328,1011.63
17.06111111,17.06111111,0.71,10.6582,1011.78
16.62222222,16.62222222,0.71,6.5044,1011.49
14.76111111,14.76111111,0.91,1.5939,1010.6
15.06666667,15.06666667,0.8,3.1717,1011.15
16.16111111,16.16111111,0.81,3.3649,0
15.11666667,15.11666667,0.9,9.499,1011.12
15.02222222,15.02222222,0.87,4.669,1009.87
17.10555556,17.10555556,0.76,10.787,1009.79
17.29444444,17.29444444,0.76,10.6582,1009.36
20.9,20.9,0.73,9.5312,1008.64
22.65,22.65,0.62,15.8907,0
22.58888889,22.58888889,0.63,12.4131,1009.18
22.03888889,22.03888889,0.65,14.0231,1009.8
22.22222222,22.22222222,0.64,4.3148,0
22.33333333,22.33333333,0.65,9.4185,1009.32
22.82777778,22.82777778,0.66,9.3058,1008.86
23.81666667,23.81666667,0.59,15.6492,1008.57
22.86111111,22.86111111,0.62,9.9981,1008.64
22.7,22.7,0.66,14.5705,0
22.01666667,22.01666667,0.65,12.6546,1008.44
19.92222222,19.92222222,0.74,8.5652,1009.24
17.71111111,17.71111111,0.84,8.4686,1009.72
17.22222222,17.22222222,0.81,5.4096,0
17.25555556,17.25555556,0.84,4.1538,1010.38
16.06666667,16.06666667,0.87,6.5044,1010.12
16.02222222,16.02222222,0.9,3.5259,1010.41
15.09444444,15.09444444,0.82,10.0142,1010.76
13.79444444,13.79444444,0.96,2.3828,1010.49
13.35555556,13.35555556,0.96,9.0321,1010.4
13.91666667,13.91666667,0.95,2.9141,1010.76
13.83888889,13.83888889,0.93,1.771,0
13.88888889,13.88888889,1,8.0178,0
15.2,15.2,0.93,7.7119,1010.71
17.75,17.75,0.84,5.1681,0
21.03888889,21.03888889,0.64,7.4382,1010.88
22.2,22.2,0.59,10.8997,1010.61
22.77777778,22.77777778,0.51,10.6904,1010.68
23.88888889,23.88888889,0.48,8.6457,0
24.81111111,24.81111111,0.45,7.728,1010.25
24.92777778,24.92777778,0.45,9.8693,1009.8
24.92777778,24.92777778,0.42,12.6224,1009.61
24.87222222,24.87222222,0.42,3.0107,1009.49
23.83888889,23.83888889,0.45,8.4686,0
22.17222222,22.17222222,0.55,5.2647,0
18.46111111,18.46111111,0.69,5.1359,1009.86
16.13333333,16.13333333,0.81,3.5259,1010.23
15.55555556,15.55555556,0.84,6.4078,1010.63
15.6,15.6,0.81,6.2951,1010.37
14.07222222,14.07222222,0.85,6.2468,1010.82
14.46111111,14.46111111,0.83,6.3434,1011.02
16.72222222,16.72222222,0.83,13.2342,1011.18
15.48888889,15.48888889,0.79,3.1878,1010.85
13.88888889,13.88888889,0.9,3.3005,0
12.67222222,12.67222222,0.9,3.4776,1011.01
13.83888889,13.83888889,0.9,0.3703,1011.02
15.05,15.05,0.87,7.9373,0
17.71111111,17.71111111,0.79,7.7763,1011.32
21,21,0.63,5.4096,1011.38
22.66666667,22.66666667,0.57,7.9373,1011.39
23.66666667,23.66666667,0.51,4.4275,1011.36
24.93333333,24.93333333,0.45,9.3058,1011.19
24.86111111,24.86111111,0.46,10.5777,1011.21
24.83888889,24.83888889,0.42,7.2933,1011.18
25,25,0.45,0.644,1010.88
26.11111111,26.11111111,0.39,4.3148,0
25.91111111,25.91111111,0.4,4.3309,1010.15
23.88888889,23.88888889,0.48,6.9391,0
21.11111111,21.11111111,0.59,3.22,0
18.24444444,18.24444444,0.72,4.508,1010.72
17.24444444,17.24444444,0.75,0.6118,1010.82
16.17777778,16.17777778,0.81,3.5259,1010.9
17.79444444,17.79444444,0.74,5.5223,1010.76
16.66666667,16.66666667,0.78,3.4615,1010.67
16.18888889,16.18888889,0.81,8.1144,0
13.35,13.35,0.95,4.7978,1007.87
15.55555556,15.55555556,0.93,20.8656,1011.3
15,15,0.93,24.0695,1011.13
14.51666667,14.51666667,0.96,16.2932,1011.26
15,15,0.93,20.7368,0
15,15,0.93,14.6188,0
15,15,0.94,14.5544,1011.02
15.11666667,15.11666667,0.93,12.5258,1011.43
15.11666667,15.11666667,0.93,15.4882,1011.71
16.24444444,16.24444444,0.92,12.2682,1011.77
17.87222222,17.87222222,0.84,9.5795,1011.38
19.05,19.05,0.73,3.0751,1011.07
20.91666667,20.91666667,0.67,4.0572,1010.78
21.06111111,21.06111111,0.63,8.3398,0
21.11111111,21.11111111,0.63,8.6135,0
21.21111111,21.21111111,0.61,8.5008,1009.34
20.07222222,20.07222222,0.67,8.2271,1009.19
17.89444444,17.89444444,0.77,8.1305,1008.91
17.48888889,17.48888889,0.79,5.3291,1008.8
16.16111111,16.16111111,0.86,9.8854,1008.79
16.16111111,16.16111111,0.81,8.3398,0
15.16666667,15.16666667,0.87,6.8747,1008.42
13.87222222,13.87222222,0.93,3.4776,1007.98
12.75555556,12.75555556,0.96,6.2307,1007.77
12,12,0.95,3.2039,1008.45
12.75,12.75,1,4.8783,0
13.35555556,13.35555556,0.96,6.2468,1005.9
13.58333333,13.58333333,0.95,6.0053,1005.48
13.91111111,13.91111111,0.93,7.7924,1004.72
14.95,14.95,0.93,9.8693,0
14.92222222,14.92222222,0.93,9.7727,1005.79
14.90555556,14.90555556,0.93,14.4417,1005.36
13.91111111,13.91111111,0.93,24.5203,1006.15
14.97222222,14.97222222,0.87,15.8907,1006.97
16.16111111,16.16111111,0.8,22.2341,0
17.82777778,17.82777778,0.65,26.4201,0
18.77222222,18.77222222,0.53,27.9013,1007.57
19.9,19.9,0.49,24.3432,0
19.95,19.95,0.45,25.9049,0
19.10555556,19.10555556,0.46,21.3647,1008.12
18.93333333,18.93333333,0.43,20.1572,1008.18
16.22777778,16.22777778,0.58,5.1359,1008.59
14.30555556,14.30555556,0.73,8.3881,1009.18
12.85,12.85,0.89,9.3058,1009.39
12.75555556,12.75555556,0.92,6.3112,1009.47
12.38333333,12.38333333,0.92,7.2128,1009.31
17.13888889,17.13888889,0.87,6.44,1009.64
16.62222222,16.62222222,0.9,6.2951,1010.11
19.36111111,19.36111111,0.9,14.8281,1004.26
16.01666667,16.01666667,0.9,6.4239,1009.6
16.03888889,16.03888889,0.9,2.9624,1009.2
16.12222222,16.12222222,0.93,6.1824,1008.88
17.06111111,17.06111111,0.88,3.0107,1008.6
17.2,17.2,0.87,1.61,1008.32
17.78333333,17.78333333,0.9,3.2361,1008.62
17.85,17.85,0.96,7.5348,1008.67
17.87222222,17.87222222,0.96,7.5992,1008.19
18.08888889,18.08888889,0.94,9.4024,1007.67
19.08333333,19.08333333,0.89,4.4114,1006.8
22.25555556,22.25555556,0.68,11.9945,1006.09
22.68333333,22.68333333,0.67,8.5491,1005.68
24.78888889,24.78888889,0.59,12.1877,1005.02
24.87777778,24.87777778,0.64,14.1197,1004.12
24.88333333,24.88333333,0.64,13.4918,1003.33
24.83333333,24.83333333,0.65,9.4668,1002.93
23.61111111,23.61111111,0.7,10.1752,1002.6
22.12777778,22.12777778,0.82,4.2504,1002.35
19.92777778,19.92777778,0.87,15.3111,1003.04
19.88333333,19.88333333,0.9,10.8836,1003.02
19.92222222,19.92222222,0.93,8.6296,1001.94
11.64444444,11.64444444,0.95,3.3327,1009.1
11.08333333,11.08333333,0.93,2.3989,1009.54
11.32222222,11.32222222,0.89,9.9176,1014.72
12.17222222,12.17222222,0.99,3.4293,0
12.17222222,12.17222222,0.99,3.0751,0
12.69444444,12.69444444,0.92,2.7048,1008.47
12.2,12.2,0.99,10.7709,1008.22
12.22222222,12.22222222,0.92,9.5312,1008.53
12.30555556,12.30555556,0.93,8.8872,1009.56
12.25,12.25,0.93,15.8907,0
12.3,12.3,0.92,10.1591,0
12.73888889,12.73888889,0.9,10.7065,1010.08
12.82777778,12.82777778,0.9,12.9122,1009.68
12.87222222,12.87222222,0.89,16.2127,1010.53
13.76666667,13.76666667,0.9,17.8871,1010.87
13.93888889,13.93888889,0.89,16.5186,0
13.98888889,13.98888889,0.89,15.1501,0
14.91111111,14.91111111,0.84,13.4757,1012.2
15.07222222,15.07222222,0.82,11.4471,1012.52
13.93888889,13.93888889,0.89,11.6886,0
13.08888889,13.08888889,0.89,11.9623,1013.73
12.85,12.85,0.83,12.8639,1014.33
12.3,12.3,0.8,11.914,0
12.71111111,12.71111111,0.85,14.5061,1015.13
12.22222222,12.22222222,0.86,11.5115,1015.16
11.66666667,11.66666667,0.86,14.2485,1015.45
13.46111111,13.46111111,0.78,18.6116,1019.31
11.11666667,11.11666667,0.86,14.5061,1015.71
12.77777778,12.77777778,0.77,25.76,0
11.11111111,11.11111111,0.85,14.6188,1015.96
11.16111111,11.16111111,0.86,12.9927,1016.1
12.71111111,12.71111111,0.77,17.5329,1016.22
12.78888889,12.78888889,0.78,17.3558,1016.5
13.88888889,13.88888889,0.77,18.2252,0
15.94444444,15.94444444,0.68,33.9066,1016.52
15.28333333,15.28333333,0.75,27.7403,1016.96
15.01666667,15.01666667,0.83,23.9246,1017.1
14.99444444,14.99444444,0.83,28.3199,1017.05
14.09444444,14.09444444,0.88,27.7242,1017.4
15.13888889,15.13888889,0.82,30.5256,1017.35
16.16111111,16.16111111,0.77,36.386,1017.18
17.06111111,17.06111111,0.73,27.1768,1017.73
17.22222222,17.22222222,0.72,26.5328,0
16.11111111,16.11111111,0.72,26.4201,0
15,15,0.78,17.1626,1018.92
15,15,0.78,21.2198,0
14.97777778,14.97777778,0.78,17.8871,1019.41
14.33333333,14.33333333,0.78,16.4703,1019.79
19.4,19.4,0.97,10.8192,1000.81
19.42222222,19.42222222,0.93,5.5384,1001.41
15.82777778,15.82777778,0.95,5.5223,1007.96
19.28333333,19.28333333,0.91,3.0268,1002.68
18.79444444,18.79444444,0.94,3.1717,1002.46
17.82222222,17.82222222,0.97,5.8121,1003.36
17.75555556,17.75555556,1,7.4221,1003.74
18.77222222,18.77222222,0.93,2.9946,1003.22
18.76666667,18.76666667,0.93,7.1967,1004.13
17.71111111,17.71111111,1,3.1395,1004.59
17.71111111,17.71111111,0.97,8.4847,1004.91
18.78888889,18.78888889,0.9,8.3237,1004.34
19.79444444,19.79444444,0.87,11.0446,1004.95
19.93333333,19.93333333,0.87,10.9319,1005.32
20.89444444,20.89444444,0.82,8.8711,1005.05
19.93333333,19.93333333,0.86,8.0983,1005.04
18.91666667,18.91666667,0.92,16.583,1005.57
19.02222222,19.02222222,0.92,12.9444,1006.05
18.96111111,18.96111111,0.89,10.7226,1006.58
18.88888889,18.88888889,0.89,7.8407,0
18.81111111,18.81111111,0.9,2.2218,1006.79
17.15555556,17.15555556,0.93,9.499,1007.16
17.59444444,17.59444444,0.93,6.279,1008.3
16.62777778,16.62777778,0.94,3.0751,1008.67
16.46111111,16.46111111,0.97,2.9463,1008.74
15.44444444,15.44444444,0.96,6.279,1009.31
13.65,13.65,0.93,3.542,1011.44
14.36111111,14.36111111,0.96,2.9463,1009.5
13.82777778,13.82777778,0.96,3.2522,1009.51
13.43888889,13.43888889,0.96,3.5903,1009.21
13.82777778,13.82777778,0.99,14.1036,1008.96
14.91111111,14.91111111,0.93,12.7995,1009.43
15.05555556,15.05555556,0.93,3.0912,1009.87
16.13888889,16.13888889,0.87,7.9695,1010.29
16.22777778,16.22777778,0.87,5.0393,1010.37
17.25555556,17.25555556,0.87,10.5455,1010.19
17.41111111,17.41111111,0.86,9.5312,1010.13
17.93888889,17.93888889,0.83,10.9158,1010.3
19.08333333,19.08333333,0.77,9.1609,1010.46
20.16111111,20.16111111,0.72,11.1734,1010.46
22.26666667,22.26666667,0.59,12.4292,1010.27
22.5,22.5,0.55,7.8085,1010.23
21.22777778,21.22777778,0.62,12.6546,1009.81
21.10555556,21.10555556,0.67,7.9373,1009.92
19.05555556,19.05555556,0.73,6.9069,1010.35
17.25,17.25,0.81,4.8783,0
16.16111111,16.16111111,0.86,8.3398,0
15.32777778,15.32777778,0.89,6.3756,1011.69
13.98888889,13.98888889,0.92,9.7405,0
13.93888889,13.93888889,0.93,7.9695,0
15.40555556,15.40555556,0.95,2.8175,1009.59
12.73888889,12.73888889,0.93,2.9624,1011.68
12.73888889,12.73888889,0.93,6.0053,1011.29
12.42222222,12.42222222,0.96,5.9731,1011.4
12.17777778,12.17777778,1,3.059,1011.57
13.91666667,13.91666667,0.93,9.3702,1011.67
17.55555556,17.55555556,0.8,8.6457,1011.78
19.90555556,19.90555556,0.69,12.1877,1011.65
21.01666667,21.01666667,0.64,12.4936,1011.57
22.03888889,22.03888889,0.64,13.1215,1011.59
22.10555556,22.10555556,0.56,14.1036,1011.27
23.74444444,23.74444444,0.55,17.1626,1010.78
24.59444444,24.59444444,0.54,16.0517,1010.6
22.65,22.65,0.54,13.6689,1010.23
23.75,23.75,0.51,10.8031,1010.01
23.77222222,23.77222222,0.5,10.1913,1010.09
22.24444444,22.24444444,0.59,10.5616,1009.97
22.10555556,22.10555556,0.64,4.4275,1009.88
19.19444444,19.19444444,0.76,2.6565,1009.95
17.24444444,17.24444444,0.87,1.4168,1010.18
16.71111111,16.71111111,0.9,3.1073,1010.27
16.76111111,16.76111111,0.9,2.9302,1010.15
15.14444444,15.14444444,0.95,3.1556,1009.8
15.67222222,15.67222222,0.93,6.1985,1009.6
16.18888889,16.18888889,0.96,4.7173,1005.11
16.06666667,16.06666667,0.9,6.2307,1008.58
16.06666667,16.06666667,0.93,5.9248,1008.02
15.7,15.7,0.95,6.1663,1007.9
16.04444444,16.04444444,0.93,3.22,1007.5
17.17777778,17.17777778,0.93,1.6744,1007.01
17.92222222,17.92222222,0.89,4.5724,1007.03
19.88333333,19.88333333,0.74,7.5831,1006.61
20.92777778,20.92777778,0.74,7.6314,1006.43
22.05,22.05,0.65,10.9802,1006.24
22.17222222,22.17222222,0.64,9.338,1006.27
23.66111111,23.66111111,0.59,13.7011,1005.59
22.2,22.2,0.6,14.329,1005.04
21.96666667,21.96666667,0.61,14.8764,1004.61
21.9,21.9,0.61,16.3898,1004.14
20.04444444,20.04444444,0.73,14.9247,1004.31
18.86666667,18.86666667,0.79,13.8138,1004.08
18.86666667,18.86666667,0.81,11.0607,1003.89
17.87222222,17.87222222,0.9,4.991,1004.09
17.22222222,17.22222222,0.93,3.2039,1004.12
17.22222222,17.22222222,0.93,5.2808,1004.22
16.76666667,16.76666667,0.97,3.7352,1004.4
16.68888889,16.68888889,0.97,3.4776,1004.25
17.15,17.15,0.97,10.7548,1004.35
14.93333333,14.93333333,0.96,5.7155,1007.33
16.62222222,16.62222222,0.97,10.8192,1004.15
16.06111111,16.06111111,0.97,10.8514,1003.95
15.67777778,15.67777778,0.96,10.6421,1004.14
16.13333333,16.13333333,0.93,7.7602,1004.13
16.18333333,16.18333333,0.99,9.4185,1004.32
17.19444444,17.19444444,0.94,10.4972,1004.81
17.77777778,17.77777778,0.9,13.9265,1004.94
19.88333333,19.88333333,0.79,13.7977,1005.23
19.93888889,19.93888889,0.79,18.3379,1005.19
22.62222222,22.62222222,0.67,16.8245,1005.35
22.16111111,22.16111111,0.68,17.3558,1005.35
21.12222222,21.12222222,0.78,17.0016,1005.57
22.2,22.2,0.68,20.6885,1005.62
22.75555556,22.75555556,0.66,22.1053,1005.36
22.18888889,22.18888889,0.68,26.0337,1005.78
22.08333333,22.08333333,0.65,22.0409,1006.03
19.97777778,19.97777778,0.73,17.2753,1006.44
18.01666667,18.01666667,0.78,11.8818,1007.01
16.25,16.25,0.87,8.1144,1007.51
15.67222222,15.67222222,0.9,6.44,1007.9
15.74444444,15.74444444,0.9,7.1323,1008.1
15.07222222,15.07222222,0.93,6.3273,1008
15.02777778,15.02777778,0.93,6.4561,1008.2
15.06111111,15.06111111,0.88,6.3595,1010.66
14.53888889,14.53888889,0.93,6.279,1007.92
13.96111111,13.96111111,0.96,6.279,1007.72
13.63888889,13.63888889,0.96,3.5742,1007.74
14.00555556,14.00555556,0.93,4.6851,1008.09
16.11666667,16.11666667,0.93,3.5581,1008.21
17.75555556,17.75555556,0.89,9.5473,1008.83
20.02777778,20.02777778,0.78,11.4793,1009
21.13888889,21.13888889,0.68,9.9176,1008.91
21.99444444,21.99444444,0.69,12.719,1009.23
22.27222222,22.27222222,0.68,12.9927,1009.59
22.85,22.85,0.7,11.4954,1009.51
23.9,23.9,0.61,9.6278,1009.59
24.97777778,24.97777778,0.54,11.5276,1009.21
24.97777778,24.97777778,0.54,17.0821,1009.11
25.95,25.95,0.47,16.0839,1009.23
24.97777778,24.97777778,0.47,17.4041,1009.33
23.88888889,23.88888889,0.5,12.5258,1009.34
21.25555556,21.25555556,0.59,8.1949,1010.07
20.97222222,20.97222222,0.73,2.9946,1010.72
18.8,18.8,0.83,6.0536,1011.22
17.7,17.7,0.91,3.7352,1011.5
6.572222222,5.416666667,0.93,6.44,1038.06
6.627777778,6.627777778,0.93,4.2665,1034.84
6.622222222,5.55,0.96,6.1824,1037.85
6.622222222,5.55,0.93,6.1824,1037.67
6.15,5,0.96,6.1985,1037.47
6.061111111,6.061111111,1,3.0107,1037.23
6.061111111,6.061111111,1,3.4776,1037.23
6.1,6.1,0.94,3.6547,1037.36
6.061111111,6.061111111,1,3.6547,1037.82
7.15,7.15,0.93,3.5742,1037.99
6.227777778,4.427777778,0.99,8.6779,1037.93
7.222222222,5.822222222,0.93,7.728,1037.71
7.755555556,7.755555556,0.89,4.669,1037.1
7.788888889,7.044444444,0.89,5.6672,1036.65
7.755555556,7.755555556,0.89,4.83,1036.2
7.755555556,7.238888889,0.89,4.9427,1035.9
7.322222222,7.322222222,0.92,3.6386,1035.71
7.172222222,6.605555556,0.93,4.8783,1035.69
7.15,7.15,0.93,4.7334,1035.53
7.127777778,5.783333333,0.93,7.4704,1035.61
7.127777778,5.455555556,0.93,8.855,1035.6
6.622222222,5.466666667,0.93,6.44,1035.49
6.627777778,6.627777778,0.93,3.7996,1035.22
6.111111111,4.344444444,0.96,8.4525,1035.18
9.044444444,6.2,0.83,19.8674,1015.83
2.633333333,-0.2944444444,0.95,10.6099,1030.15
8.4,6.6,0.93,10.7387,1017.64
8.355555556,7.566666667,0.96,6.1019,1017.9
8.361111111,6.55,0.96,10.7709,1018.68
7.805555556,7.805555556,0.96,4.7656,1019.5
7.127777778,7.127777778,1,3.6386,1020.03
5.35,5.35,0.93,2.9946,1021.31
6.088888889,6.088888889,0.99,2.9946,1022.4
7.711111111,6.444444444,0.99,7.5187,1022.85
8.805555556,7.066666667,0.92,10.8675,1023.94
